Start Time,End Time
0.03157379551346526,0.09472138654039577
0.12629518205386103,0.18944277308079155
0.2210165685942568,0.28416415962118735
0.3473117506481178,0.4104593416750484
0.4420331371885136,0.5051807282154441
0.5999021147558399,0.6630497057827704
0.6630497057827704,0.7261972968097009
0.7261972968097009,0.7893448878366315
0.7893448878366315,0.8524924788635619
0.8524924788635619,0.9156400698904925
0.9156400698904925,0.978787660917423
1.0419352519443534,1.105082842971284
1.1366566384847494,1.1998042295116798
1.2313780250251452,1.2945256160520755
1.4208207981059366,1.4839683891328672
1.4839683891328672,1.5471159801597976
1.5471159801597976,1.6102635711867281
1.6734111622136587,1.7365587532405893
1.7997063442675196,1.8628539352944502
1.8944277308079154,1.957575321834846
1.957575321834846,2.0207229128617765
2.0207229128617765,2.083870503888707
2.1470180949156377,2.210165685942568
2.304887072482964,2.3680346635098943
2.3680346635098943,2.4311822545368247
2.4311822545368247,2.4943298455637555
2.4943298455637555,2.557477436590686
2.652198823131082,2.715346414158012
2.8732153917253385,2.936362982752269
2.9995105737791996,3.06265816480613
3.094231960319595,3.157379551346526
3.188953346859991,3.2521009378869215
3.283674733400387,3.3468223244273174
3.3468223244273174,3.4099699154542478
3.441543710967713,3.5046913019946437
3.536265097508109,3.5994126885350393
3.66256027956197,3.7257078705889004
3.8204292571292964,3.8835768481562267
3.915150643669692,3.9782982346966227
4.009872030210087,4.073019621237019
4.136167212263949,4.199314803290879
4.230888598804345,4.294036189831275
4.294036189831275,4.357183780858206
4.388757576371671,4.451905167398602
4.483478962912066,4.546626553938998
4.578200349452462,4.641347940479393
4.672921735992858,4.736069327019789
4.799216918046719,4.862364509073649
4.893938304587115,4.957085895614045
4.988659691127511,5.051807282154441
5.051807282154441,5.114954873181372
5.146528668694837,5.209676259721768
5.241250055235233,5.304397646262164
5.304397646262164,5.367545237289094
5.367545237289094,5.430692828316024
5.493840419342955,5.556988010369885
5.556988010369885,5.620135601396816
5.620135601396816,5.683283192423747
5.714856987937211,5.7780045789641425
5.7780045789641425,5.841152169991073
5.935873556531469,5.999021147558399
6.093742534098795,6.1568901251257255
6.1568901251257255,6.220037716152656
6.220037716152656,6.283185307179586
